Customer_Satisfaction,Customer_Loyalty_Score,Annual_Spending_USD,Visits_Per_Month
3.403025713278926,-2.234182620481663,133.5111701990212,3.9134737320174064
8.430103922359903,1.414093123905288,1130.00167453138,11.16290779134064
6.515294321624467,-0.30056908602077487,762.0916080056547,9.141014416709032
5.419351697446049,-0.16683114843317692,488.8466952063694,7.5209961559565
5.116833775529955,-0.6881502981535723,120.73473044365888,4.890440685155783
4.049308331520223,-0.338696194418662,125.67093970220964,3.3631156277445236
4.311109991143195,-1.9337895752576917,230.6110044184256,4.290644460922547
7.68224374708321,0.6488651297720722,1286.890403450888,15.260093098243189
6.355668948563229,0.3149464377164538,560.7489187167112,10.894611398783614
6.568103205128646,-0.4297932993459646,663.5075423254942,11.281229126976575
7.152056734512085,-1.4740964199437587,159.715280526011,0.9179012968110127
8.442519325103367,0.9258998509166136,1680.8614487062382,12.676155089944254
6.648653569626191,0.9643681296487401,706.1280571957157,17.25329836352193
1.9349169537436794,-0.7829254512901047,66.88752720575212,2.679702195463358
5.643378155804534,-0.583611265138523,115.46025580140264,2.968796511060916
4.018016872044447,-0.5164217924939567,95.32566546876694,3.5925672738473304
1.2956083683972248,-1.1779307314182863,130.46904630193822,3.6333268260712384
6.022630852676869,-0.643337832313772,381.8008249019582,8.397360019094814
5.920932658135444,-0.14747446578144785,442.2999452585625,9.392335994318579
3.4823074271307854,-0.852854746417444,236.79746352322172,1.576317363116077
4.148157268425342,0.6701537988791639,418.5628326447076,7.36352494451476
3.218843621868886,-0.9558800844605075,213.94152448385364,3.802128458618119
4.862223511886977,-1.6497362334755872,103.95385053788523,0.16092134051457307
3.1906191789172462,-0.22597808816860498,170.67786062993483,2.778486737047876
5.977699716281947,-0.2133313255452433,524.5710658882141,9.531756558961229
6.707290570071621,1.349823843918674,1433.1087177386669,13.754699133109892
4.700700612120584,0.8887926666835317,145.82628828052432,3.3933070500053235
5.261942916338608,0.30875069756123025,555.2325949978765,8.389684680540276
4.980304680291143,0.32381706279527045,675.4635126461164,8.897271529029055
4.961987189071841,-0.9422071820075767,179.9960095769484,3.279267838216526
5.049089270312768,0.3911126028793247,380.99640038716274,6.734239450230416
4.189328307292374,-0.6216534359719257,102.43070139691483,4.053985771182877
4.5720062783004725,-1.2228370613665303,88.49660814203298,2.855095420918569
7.643245028911072,1.2565702285265115,1109.2208347111084,8.97762941776497
7.689322449359073,1.0471904444658435,1358.4152561935148,12.90540097616685
